Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1511737760,2017-11-26T23:09:20Z,UAE205,"40.648361,-73.259766",4275,235,329
1511737766,2017-11-26T23:09:26Z,UAE205,"40.654209,-73.264328",4200,234,329
1511737775,2017-11-26T23:09:35Z,UAE205,"40.662689,-73.270996",4125,234,328
1511737781,2017-11-26T23:09:41Z,UAE205,"40.668274,-73.275391",4075,234,328
1511737787,2017-11-26T23:09:47Z,UAE205,"40.673676,-73.279724",4025,234,328
1511737793,2017-11-26T23:09:53Z,UAE205,"40.679161,-73.28418",3975,235,328
1511737799,2017-11-26T23:09:59Z,UAE205,"40.684654,-73.288673",3950,236,328
1511737805,2017-11-26T23:10:05Z,UAE205,"40.69038,-73.29335",3950,236,328
1511737811,2017-11-26T23:10:11Z,UAE205,"40.695965,-73.297844",3950,236,328
1511737817,2017-11-26T23:10:17Z,UAE205,"40.701786,-73.302467",3950,239,329
1511737823,2017-11-26T23:10:23Z,UAE205,"40.707367,-73.307068",3950,242,326
1511737829,2017-11-26T23:10:29Z,UAE205,"40.71254,-73.312645",3950,243,315
1511737836,2017-11-26T23:10:36Z,UAE205,"40.716934,-73.319519",3975,241,305
1511737844,2017-11-26T23:10:44Z,UAE205,"40.722061,-73.33075",3950,235,297
1511737850,2017-11-26T23:10:50Z,UAE205,"40.724991,-73.338379",3950,232,296
1511737856,2017-11-26T23:10:56Z,UAE205,"40.727783,-73.345703",3950,230,296
1511737862,2017-11-26T23:11:02Z,UAE205,"40.730789,-73.353775",3950,230,296
1511737868,2017-11-26T23:11:08Z,UAE205,"40.733505,-73.361023",3950,230,296
1511737874,2017-11-26T23:11:14Z,UAE205,"40.736328,-73.368637",3950,232,295
1511737880,2017-11-26T23:11:20Z,UAE205,"40.739212,-73.376503",3950,232,295
1511737886,2017-11-26T23:11:26Z,UAE205,"40.74202,-73.384033",3950,232,296
1511737892,2017-11-26T23:11:32Z,UAE205,"40.744904,-73.391602",3950,233,296
1511737898,2017-11-26T23:11:38Z,UAE205,"40.747742,-73.399231",3950,231,296
1511737904,2017-11-26T23:11:44Z,UAE205,"40.750572,-73.406586",3850,232,296
1511737910,2017-11-26T23:11:50Z,UAE205,"40.753597,-73.414391",3725,234,296
1511737917,2017-11-26T23:11:57Z,UAE205,"40.756531,-73.421997",3600,233,296
1511737925,2017-11-26T23:12:05Z,UAE205,"40.760834,-73.433044",3350,230,297
1511737931,2017-11-26T23:12:11Z,UAE205,"40.763607,-73.440048",3225,227,297
1511737937,2017-11-26T23:12:17Z,UAE205,"40.766006,-73.446106",3125,225,297
1511737944,2017-11-26T23:12:24Z,UAE205,"40.769707,-73.455025",3000,214,298
1511737952,2017-11-26T23:12:32Z,UAE205,"40.773663,-73.464455",2950,203,299
1511737958,2017-11-26T23:12:38Z,UAE205,"40.776596,-73.471443",2925,198,299
1511737964,2017-11-26T23:12:44Z,UAE205,"40.779247,-73.477501",2825,197,301
1511737970,2017-11-26T23:12:50Z,UAE205,"40.78212,-73.48291",2775,197,308
1511737977,2017-11-26T23:12:57Z,UAE205,"40.786137,-73.488548",2750,194,316
1511737985,2017-11-26T23:13:05Z,UAE205,"40.792236,-73.495422",2700,189,320
1511737992,2017-11-26T23:13:12Z,UAE205,"40.796265,-73.499756",2675,185,320
1511738004,2017-11-26T23:13:24Z,UAE205,"40.804321,-73.508301",2600,177,321
1511738013,2017-11-26T23:13:33Z,UAE205,"40.809998,-73.514282",2500,170,321
1511738019,2017-11-26T23:13:39Z,UAE205,"40.813477,-73.517944",2400,169,321
1511738025,2017-11-26T23:13:45Z,UAE205,"40.81636,-73.521118",2300,167,319
1511738031,2017-11-26T23:13:51Z,UAE205,"40.820114,-73.526428",2175,166,307
1511738037,2017-11-26T23:13:57Z,UAE205,"40.821899,-73.531128",2125,165,289
1511738043,2017-11-26T23:14:03Z,UAE205,"40.822823,-73.537422",2100,166,274
1511738049,2017-11-26T23:14:09Z,UAE205,"40.822861,-73.544189",2100,166,267
1511738055,2017-11-26T23:14:15Z,UAE205,"40.822495,-73.550468",2075,166,265
1511738061,2017-11-26T23:14:21Z,UAE205,"40.822128,-73.556274",2050,166,264
1511738067,2017-11-26T23:14:27Z,UAE205,"40.821705,-73.562706",2025,166,265
1511738073,2017-11-26T23:14:33Z,UAE205,"40.821426,-73.567261",2025,167,264
1511738079,2017-11-26T23:14:39Z,UAE205,"40.820618,-73.573975",1975,168,261
1511738085,2017-11-26T23:14:45Z,UAE205,"40.819016,-73.579468",1975,172,243
1511738091,2017-11-26T23:14:51Z,UAE205,"40.816677,-73.58474",1950,172,238
1511738097,2017-11-26T23:14:57Z,UAE205,"40.813339,-73.59082",1950,171,233
1511738103,2017-11-26T23:15:03Z,UAE205,"40.810673,-73.595474",1950,170,232
1511738109,2017-11-26T23:15:09Z,UAE205,"40.807434,-73.601074",1950,167,232
1511738127,2017-11-26T23:15:27Z,UAE205,"40.799358,-73.615265",1950,160,232
1511738133,2017-11-26T23:15:33Z,UAE205,"40.797077,-73.619194",1950,160,233
1511738139,2017-11-26T23:15:39Z,UAE205,"40.794434,-73.62384",1950,159,232
1511738145,2017-11-26T23:15:45Z,UAE205,"40.791779,-73.628479",1950,157,232
1511738151,2017-11-26T23:15:51Z,UAE205,"40.788933,-73.63343",1950,158,233
1511738157,2017-11-26T23:15:57Z,UAE205,"40.786137,-73.63842",1950,159,233
1511738163,2017-11-26T23:16:03Z,UAE205,"40.783485,-73.643105",1950,159,232
1511738169,2017-11-26T23:16:09Z,UAE205,"40.780598,-73.647537",1950,161,226
1511738175,2017-11-26T23:16:15Z,UAE205,"40.777496,-73.651367",1950,162,222
1511738184,2017-11-26T23:16:24Z,UAE205,"40.771683,-73.656738",1950,163,213
1511738190,2017-11-26T23:16:30Z,UAE205,"40.767796,-73.659645",1950,164,208
1511738196,2017-11-26T23:16:36Z,UAE205,"40.76384,-73.662392",1950,165,207
1511738202,2017-11-26T23:16:42Z,UAE205,"40.759556,-73.66539",1950,164,208
1511738208,2017-11-26T23:16:48Z,UAE205,"40.755798,-73.668152",1950,165,209
1511738214,2017-11-26T23:16:54Z,UAE205,"40.751907,-73.671082",1950,165,210
1511738220,2017-11-26T23:17:00Z,UAE205,"40.747513,-73.6745",1950,166,210
1511738226,2017-11-26T23:17:06Z,UAE205,"40.74353,-73.677612",1950,166,211
1511738232,2017-11-26T23:17:12Z,UAE205,"40.73991,-73.680496",1950,167,211
1511738238,2017-11-26T23:17:18Z,UAE205,"40.735676,-73.683868",1950,167,211
1511738244,2017-11-26T23:17:24Z,UAE205,"40.731579,-73.687172",1925,167,211
1511738250,2017-11-26T23:17:30Z,UAE205,"40.728058,-73.689941",1875,168,211
1511738278,2017-11-26T23:17:58Z,UAE205,"40.708969,-73.704834",1475,165,210
1511738284,2017-11-26T23:18:04Z,UAE205,"40.704987,-73.707947",1375,165,210
1511738290,2017-11-26T23:18:10Z,UAE205,"40.701324,-73.710815",1275,163,210
1511738296,2017-11-26T23:18:16Z,UAE205,"40.697361,-73.713951",1175,159,210
1511738302,2017-11-26T23:18:22Z,UAE205,"40.693588,-73.716919",1100,154,210
1511738308,2017-11-26T23:18:28Z,UAE205,"40.689869,-73.719826",1025,148,210
1511738314,2017-11-26T23:18:34Z,UAE205,"40.686401,-73.722534",950,145,210
1511738320,2017-11-26T23:18:40Z,UAE205,"40.682697,-73.725189",900,140,210
1511738326,2017-11-26T23:18:46Z,UAE205,"40.679581,-73.727905",775,138,210
1511738332,2017-11-26T23:18:52Z,UAE205,"40.676323,-73.730431",700,135,211
1511738338,2017-11-26T23:18:58Z,UAE205,"40.673111,-73.732994",625,134,210
1511738344,2017-11-26T23:19:04Z,UAE205,"40.670082,-73.735367",575,134,210
1511738350,2017-11-26T23:19:10Z,UAE205,"40.666916,-73.737862",500,134,210
1511738356,2017-11-26T23:19:16Z,UAE205,"40.663467,-73.74054",425,135,210
1511738362,2017-11-26T23:19:22Z,UAE205,"40.660355,-73.74292",350,136,210
1511738368,2017-11-26T23:19:28Z,UAE205,"40.657188,-73.745476",275,135,211
1511738374,2017-11-26T23:19:34Z,UAE205,"40.653416,-73.748413",225,136,210
1511738396,2017-11-26T23:19:56Z,UAE205,"40.643875,-73.75592",0,135,211
